@relation train
@attribute text String
@attribute Sentiment {negative,neutral,positive}

@data
'Before you refill gas into the air conditioning system.It is important to vacuum the system to remove any air or moisture that can cause harm to the system and also reduce the amount of gas quantity the system will take. By definition AIR occupy space. Air in the system reduce the cooling performance of the air condition and also allows the pipe to freeze up. Then the ice produce will dissolve and produce condense water. Condense water practically corrode the AC system e.g EVAPORATOR. The evaporator is where the ice is been form and before you know it will start leaking. Always make sure that your A/C system is vacuum before refilling of gas. if you have any issue on your auto air condition fill free to ask question here is my whatsapp group number . you can also give me a call on same number                                         ',neutral
' oke ho street ire akari isolo lagos                                        ',neutral
'Pls fill free to contact me when you need any advice concerning you automobile air conditioning                                            ',neutral
'Bro @mosbos  I just want to thank you for a job well done. My Accord A.C is now cooling like Im sitting down in a cold room nakd. I never thought an AC technician will have an actual infrared thermometer  when compared to a kaseem   feel and tell   (e don dey cool  oya come touch am). I was very impressed  keep up the good work bro.                                        ',neutral
'Had my compressor  condenser and dryer changed recently. The Ac was cooling fine and is still cooling fine especially in the morning and evening but I Observed recently that when I switch on the Ac sometimes  the light on the switch will start blinking. I will have to switch it on and off for some time before it will pick. What could be the cause? It is not all the time anyway. Its a camry . Thanks in advance for your response.                                          ',neutral
'depair: what time can we visit the workshop Monday- Saturday am-pm                                            ',neutral
'mosbus: Get your car fixed up with the last sophisticated diagnosing tools for automobile car air conditioning. You dont need to start your car before refilling. We work base on manufacturers prescription @ mosbus cool. Fill free to contact us if you have any issue with your car air conditioning. or  We are always happy when solving our clients issue. Bros...I wish I had come across your thread at the beginning of this year...I wouldnt have spent so so much money trying to repair my car A/C and yet it is not working now. I have given up on the A/C and will not repair it as I will soon sell the car by Gods grace. Anyway...now I know you  I wont make mistakes again. When I get my new car  I shall contact you immediately.                                          ',neutral
'Running air conditioning leakage test with my OBD  scanner on Toyota Corolla . It always accurate and fast.                                            ',neutral
'Running gas test with my automotive refrigerant identifier machine.want to be sure the gas is pure and % not missed with R and R  because that is the reason so many AC compressor get burnt.                                           ',neutral
'Chelseafan: Ok sir  as at today  theres still gas in the system. Its moderately cold in the morning but not really cold when its sunny. Maybe I should go top it up  I doubt theres any leakage. didnt the technician fill it up after working on it you need to be careful so they dont over fill the system.the quantity of gas your car will take is always written on the bonnet of your car                                        ',neutral
' FX AWD. subscribing.......                                            ',neutral
'like i stated earlier  i drive  fx. its a very reliable suv. the only problem i hv wt d ride is the front linkages. mayb i havnt been buyin originals cos they go bad lik evry  months. dis car is a beast on the road. it MOVES!!! i must warn you though  if you r fuel conscious  did isnt d ride  u. & also  i wont advic any to have it as an only car. im actually plannin to support it wt a smaller car  maybe a babyboy. overall  a good ride to own and show off on d highway. xerotop: am seriously considering PORTING from my childhood fantasies(BMW) to an infinity FX. probably a  model. am being frustrated by my mechanic. av been carrying out so much research abt the FX. av discovered so much abt them. and i think am going to PORT very soon. you hardly find the FX in garages lying fallow. for the fuel aspect of the FX  i think God will take care of dat infinity gurus in the house  kindly shed more light on the FX especially the  as am so interested in that beast of a crossover                                    ',neutral
'yungboss: What i know about the fx  is that it is very fast. .s from -m.Not so fast. The Infiniti FX is - mph .; while the Infiniti M Sport is - mph .                                            ',neutral
'Costee: Not so fast. The Infiniti FX is - mph .; while the Infiniti M Sport is - mph .                                            ',neutral
'yungboss: How is the  infiniti G  is it an expensive car to own? Saw one and i liked it. Thinking of adding one to my family... yeah  its a nice ride! Hmmm I dont think its an expensive car to own ...its quite ok  fuel economy is just ok too                                        ',neutral
'I use Infinity QX  model. It came with one key. Before I could make a duplicate  the key was misplaced. Yet to find the key. The key is chipped/coded. Can someone please wizen me up on how to solve this problem. Regards                                           ',neutral
'why r fxs cheaper than fxs (in registered/toks form) generally speaking. Is the issue of low octane in our petrol more damagin to the s than the s or is there any reason why one shouldnt pick a  above a  (other than the slightly higher fuel consumption)? thks                                            ',neutral
'Lovely thread here. Somebody get KADETT in here as well.                                            ',neutral
'Go to carcomplaints.com it will answer your question.                                            ',neutral
'nissparts: If its Nigerian used  forget it. Also  forget the civic. In less than a year  youll be bored and aching for a replacement Whats your budget?Lol  thanks. That settles it then. Between -k. Any suggestions?                                        ',neutral
'Costee: Does this mean either of these is not compatible with the Matik? In that case  the drain and refill would have to be done about three times to remove the Matik nearly completely. Since they are mostly synthetic  I prefer not to mix them with the matic. Getting the fluid out at once is not so difficult if you know how                                          ',neutral
'Dayon  I have replied to your email                                           ',neutral
'Kingsteve: Same Engine...yes/maybe. How about other components/parts? eg: transmission I still believe  Infiniti brands are well built  with more attention to detail  hence; Nissans luxury brand. Are Lexus brands of the same quality and build  with its Toyota counterpart? Is AMG of the same quality with the regular Mercedes Benz? Same with Accura/Honda combo. Yes  the luxury brands are from the same parent company/Manufacturer  and also share -% of parts  but they are called LUXURY brands for a reason! In some models  the transmission is the same . Infiniti q shares the same transmission as the maxima. Heck even the b Nissan sentra shared the same  speed auto tranny. Fast forward to   infiniti and maxima shared the same  speed. Luxury comes with what you see I.e interior pieces  better quality leather . Among Toyota and Lexus. Lexus ES is same as Toyota Camry . From engine to transmission. We call lexus ES a rebadged Camry. It same ish.                                  ',neutral
'I drive a Nissan Pathfinder  model Automatic transmission. My problem is with the cooling system  without the use of the A/C the engine temperature is alright no problems at all. But  whenever  I switch on the A/C the temperature rises beyond expectation   above  degrees centigrade  . I usually had to switch it off must times especially in traffics. Some mechanics advised that I should removed the two thermostat to resolve this issue. Please what do you think or advise professionally?                                         ',neutral
'Just got  Infinity FX. Mehn the ride is wicked and fast!!!!                                            ',neutral
'Whats the code?                                            ',neutral
'nissparts: Whats the code? he didnt reveal d code to me.... what coukd av gone wrong bro                                            ',neutral
'Nice to know some cool lovers of this best ride.... Im close to getting one myself after enjoy my soulful  Honda accord v  I cldnt imagine myself going lower on my choice of car but last night I saw an FX parked in an hotel close to my area and I instantly fell in love with it. However someone told me that FX is smaller in body structure than the   can someone clarify this please and whats the fuel consumption like compared to the V Engine. ponlear: I have been following this thread for over six months now just d love of fx. am a young dude  yet hv ma own ride tho #CoveringMaFace but drive popsy car.. I drove ma beloved beast day #FX mehnnnn. i felt so good. I love d car Ahswear                                         ',neutral
'I had a bad electrical parts day Monday evening. I wanted to scan my Nissan Maxima and discovered that the OBD port was not being powered. I also discovered the security light was off and the outside thermometer gauge was fluctuating. With the light off the car could start but would not move except you manually disable the shift lock. I quickly checked the service manual to find out the responsible fuse and discovered it was blown. I replaced the fuse all systems good to go and after two minutes the fuse gave up. This happened with three more fuses getting blown on a car which was in the OFF position. I did my best to look for any grounding problem and couldnt find anything so I decided to get a rewire. The guy noticed I was monitoring him to learn where the fault came from and succeeded in throwing me on a wild goose chase before fixing the fault. Even when I asked him what he did all he said was   Oga dont remove food from my table na  .                                       ',neutral
'@ aieromon.... God bless you for this piece  I really appreciate it checked the website and I noticed noticed it has to do with the manual transmission as sated below: P INFINITI P INFINITI - Manual Mode Switch Possible causes -Harness or connectors(These switches circuit is open or shorted.) -Mode select switch (Built into A/T control device) -Position select switch (Built into A/T control device) Help with this Symptoms - Engine Light ON (or Service Engine Soon Warning Light) P INFINITI Description Manual mode switch is installed in A/T device. It sends manual mode switch  shift up and shift down switch signals to TCM. TCM sends the switch signals to combination meter. by CAN communication line. Then manual mode switch position is indicated on the A/T indicator. Read more: http://nissanhelp.com/diy/obd_codes/p_infiniti.html#ixzzImZAAEBA However they didnt write the possible solutions to clear the error... aieromon: http://nissanhelp.com/diy/obd_codes/p_infiniti.html http://engine-codes.com/u_infiniti.html You need to see a competent autoelectrician to check the connectors and ground wiring. The a/c fan should be checked as well. I wonder why your baby is misbehaving.....                                          ',neutral
'@All is it possible to get the Infinity FX Stainless Mesh Grille IN Nigeria?                                            ',neutral
'Gooday pals anyone has an idea of the cost of getting a nissan turbine revolution sensor and where to get it.will be glad for reasonable response                                           ',neutral
'cityhood: Plz anybody who knows abt a  pathfinder should come to my aid After driving from akure to lagos the driving shaft start to make a sound kakakakakakaak Plz house can it be fixd? Or b etter to just get another one ! And how much for the new one And how much for the fixing?? My number is  incase you are a mechanic or a part seller Check your shaft bearing i guess the bearing is broken or the bearing rollers are scattered.                                           ',neutral
'Naija used nissan-infiniti suvs may spring up surprises you may not be able to handle considering your monthly income. The parts are available. They consume enough fuel in traffic cause engine size is relatively big. Your corololla most likely is .L i engine while fx and pathfinder have . and .L V engine respectively. Incase of gear box issues e.g on the pathfinder you need many times your monthly salary to fix that. Bros RUN as fast as your legs can take you.                                            ',neutral
'Thanks for the advice guys. Ill get a toyota camry then. Thanks.                                            ',neutral
'Costee: Did you replace with a brand-new one? If you didnt how can you be so sure that the used one was still good enough? There was no need removing the other one which didnt give any trouble yet. Ill only advise you change the two with brand-new ones; if not  be concerned with the one that gave trouble.Getting a brand new one is proving quite difficult. All I can see around are toks. If u have a source for brand new ones  I would appreciate if you share with me.                                          ',neutral
'Costee: @Osama. First off  lets start with the basics. Your FX is Canadian Spec   model but production date is September . Its all black inside out. Its AWD with Tech package (fitted with Adaptive Cruise Control). The last point is very crucial to the configuration of your ecm which must be either of these two Nissan part numbers: -CG or -CG (preferably). The ecm manufacturer number is: Q MEC--  and this what I expect your ecm should read when you bring it out to check. If not  then its not for your car. Well go into the codes later. True  just waiting for the mechanic to send me the number to confirm but I concur with beginning Q.                                       ',neutral
'Following...                                            ',neutral
'Icons: This is y i stay away from nissan products.Our mechanics!!!! Na wa oh.                                            ',neutral
'chukel: my brother  are u still on this? No headway with chuks? I think the earlier u get directly and physically involved in this ride the better. Join Nissan/infiniti forums abroad. You will get more help. I have gained immensely from toyotanation. Yes oh  no headway yet. I have also been finding solutions both online & offline. From what he said lately the brain box he bought was the wrong one  so am waiting for him to replace it with the right one.                                         ',neutral
'Hello house  Pls how best can I raise my Nissan primera . It lies low and its bumper and chassis scratches the floor/road so often. I welcome advices and directives                                           ',neutral
'Costee: Now I hope Im not being considered a magician If this is a VIN  it doesnt look like a Nissan to me. Could you confirm vehicle  please.  honda accord . lx trim                                          ',neutral
'Hello house gurus  though I posted this earlier in the day @nissparts thread on nissan/infiniti parts store  Im posting here for additional information/resolution of issue. I have a  Nissan Murano that i bought in  and I observed that the steering wheel was hard to turn at times  I decided to check it out  but on my way to the mechanic the power steering belt cut  when I got to the mechanic he removed the power steering pump and we observed that it was bad  as the pump shaft could not rotate freely by hand  we then bought a toks one and installed in the car with new belt and new fluids. The steering was then back on and was okay till around   after which it went bad again  so we bought another one and changed it again  this one didnt last a year before going bad  then I changed it again this year and for this one  when you start the car for the first time in the day the steering is hard to turn till you run the car for up to say  mins before you can turn the steering. Even after driving and you park for long say from morning till evening after close of work  I still have to wait till that  mins before the steering will move freely. Please what could be the cause of this issue. I need your advice and help here with this issue  Id like to know if maybe the power steering pump is wrong  that is maybe if there is supposed to be like I read here about vin number-part-number for particular car  if you know what Im getting at. Please I need your help and advice to solve this problem. Thanks in anticipation.                            ',neutral
'Looking for Nigerian used car in good working condition for k....any info should contact . Or send d pictures and details to urchnel@gmail.com Thanks                                            ',neutral
'Costee: The Pathy is Canadian. Seems you guys like it Canadian there. Whats wrong with the ecu? The vehicle is .-litre  All Wheel Drive. It seems that the ecu for it carries L MEC-. Lol  yeah was mine before I sold to him. From my understanding the kick starter had a problem which resulted in the ecu going off. It was a road side guy that did some funny connection.                                          ',neutral
'Yes i got the right part number  am based in Port Harcourt                                           ',neutral
'Pls where is the  loader changer cd in mercury villager . Av searched everywhere for it. Help out                                            ',neutral
'hello house. I want to pick up a direct toks  nissan Murano with k miles. Any advise pros and cons. should I go for it or find an alternative. anyone using such. how available and affordable are the parts. viz maintainance.                                            ',neutral
'Kashif: I think otherwise -  setting the others. please what do you mean by that. can you explain clearer?                                            ',neutral
'SmartchoicesNG: Chief can you tell me how to get sealer to fix leak on my car AC system?I dont use it bcuz most of the leakage sealer in Nigeria are fake.                                            ',neutral
'Osama: I did the hard reset about a week ago & went to the Bush. I ran a scan this afternoon & the only code is the P. I need to change my downstream cats & exhaust due to rusts. Whats hard reset and Bush? By downstream cats would you mean downstream  sensor? If you have a downstream cat then it would be unmetered (no sensor) and so could yield no error code.                                            ',neutral
'Osama: Port Harcourt to Warri in the bag no hitches. Looking at Benin  maybe Lagos. Isiewu loading for Costee. Congrats!!!!                                           ',neutral
'What are they talking about tinted permit                                            ',neutral
'dumo: Erm! Oga Shagati question o! Did you get the vehicle in that almost mint condition in this Nigeria? And is there going to be any major mechanicals to be fixed in the engine bay? Yes  car was obtained in Nigeria Engine and transmission run fairly smoothly. Will check the necessary fluids  filters  belts and sensors. I havent gotten round to that yet Obvious work to do is front and rear suspension. They are in bad shape. Dont worry  you will be updated on progress                                        ',neutral
'Hybrids battery for sell Camry and prius available  Call for any enquiries  or                                           ',neutral
'Namzy: What of quantity of oil to use? oil quantity is ml                                            ',neutral
'Just changed a client evaporator. what causes the damage is Lack of dusting is cabin filter. Pls Always do preventive maintenance on your car. Cleaning of cabin filter wont cost you any thing.                                            ',neutral
'thelicious: Dear caralanders... I need an expertise advice.. I just got this car and would like to know the total cost of repairs which includes getting a new sports bumper and changing the back left door. The car is coming in  weeks... thanks we can handle the repairs  give me a call.                                           ',neutral
'Evening friend. Pls beware there are lot of fake technician around. Always Make Sure they dont by pass anything when it comes to electrical fault.                                            ',neutral
'Inception: Correct bros  Done!                                            ',neutral
'hello house I have a Nissan Altima  .L engine CVT. Ran a diagnostic checks today and got the following codes Â· P Â· P Â· P Â· P Noticeable symptoms Â· Car accelerates slowly when starting up and when climbing steeply hill or bridge even if the accelerator is pressed to the floor. Â· Engine shuts down mostly at slow speeds when the car starts up- (the lights on dashboard remains on) Â· speedometer drops to zero when speed limits reaches like kmh. at this point the yellow key light comes on but the car continue driving but seems to lose power. Â· Steering wheel hard a little Â· The transmission still selects gear. can anyone help with the above.                                            ',neutral
'Costee: Not until you give more and detailed information on the cars. You might as well ask us whether its sensible to exchange your Max with k miles with the Camry of k miles. The maximas been with me for years  it works well  good engine but the major issue is whenever it has a fault it takes a lot of cash because the spare parts re not readily available and cos its exotic the bills always outrageous! Heres a tokunboh pencil with cheaper spare parts  claims the mileages less than a miles  mines a little above a hundred! Am trading in at no cost o! But d feel is while leave my car for a smaller one?                                        ',neutral
'My honda accord  ac vent on the left and right of the drivers side doesnt cool as much as that of the passenger side                                            ',neutral
'drumma: I spent...k in january for some camshaft sensors. Sure youre not exaggerating now? How many cam sensors are on your FX... a .litre engine!                                            ',neutral
'@lomomike  Tnx for redirecting me.                                           ',neutral
'Oga go buy petrol Na                                           ',neutral
'@ BIGGIYKE HOW IS YOUR BEAST DOING? ANYONE WHO COuLD AFFORD AN INFINITI SUV SHOULDNT BOTHER ABOUT FUELLING IT.SERIOUSLY MAKING PLANS TO ADD ONE OF FX SERIES TO MY GARAGE. THE PATHY AINT BAD AFTERALL HAVE DRIVEN FOR ONE YEAR NOW WITHOUT ANY ISSUES AT ALL ALOT MORE RUGGED THAN I READ ONLINE.THE ONLY DOWN SIDE IS LACK OF   FLYING SPEED  . WHO NO GO NO KNOW.                                         ',neutral
'Hello all  Please how best can one sell/dispose a Mitsubishi space wagon   seater and at the best rates?                                          ',neutral
'lomomike: thats nice of you sir. But i still mourn the   demise   of the QX suv (I call it demise but Nissan/infiniti claimed it was transformed into the FX which I see no single trace of semblance with QX although they (Nissan/infiniti) claim it had similar foglamp/turn signal housing with QX.There is a high variation turnover in the auto industry generally. Even models of the same brand bear little resemblance. For example the th gen Maxima (-) is hardly identical with its th gen successor (-). I guess by FX you mean QX. There is no FX  there is FX instead.                                           ',neutral
'Hello house  I presently use a P primera and in all honesty its been fun since i got it late last year. However  since the rains started  i have had cause to drive through flood and since then theres this wheezing sound each time i turn the steering. Anyone with suggestions on what could be the cause? And possibly; the solution. The language on the screen is in french and german.....dunno how to convert it to english (the car was brought in from Germany) Answers....anyone?                                         ',neutral
'Guys please I need help  am try to get Nissan Xterra   Im still trying to figure out if is a good car or should i try something else and how much should be the cost for a direct tokumbo from America?. Thanks                                          ',neutral
'Good day all  I have picked interest in Nissan products especially the Qashqai +. Nissan motors in Nigeria are currently being sold by Stallion Nissan Nigeria Ltd. Now  I wish to know if the Nissan cars they sell are directly made in/imported from Japan  Europe or Nissan South Africa? I would imagine a direct Japanese production would be of higher quality/spec or grade? Would also appreciate any comment on these Nissan brand new cars especially the Qashqai relative to say its equivalent among the Koreans or all these South African Toyotas/Hondas.                                         ',neutral
'BABA OKO Mii.... I have scanned and rescanned the error code P has been reviewed with an OBD II scanner being used to clear the code until it came back again.... but my bone of contention is I want to get an auto consultant/specialist assess the car for me for professional advise.... Nigeria will get there someday sha.... smh Costee: First things first. Buy yourself a scan tool. It will enable you to generate data and make assumptions from which you can obtain meaningful assistance.                                            ',neutral
'I like the maturity here  the cool way questions are answered without arguments or insults  please guys keep it up. ..... My dad has been on me for a car and he stays at Aba. Can anyone recommend an affordable car that wont get him much attention yet very durable economical.                                          ',neutral
'some home pespective car talk here www.carsense.blogspot.com                                            ',neutral
'I have a Toyota camry  (pencil light). D shaft has bn making noise for about two months now. Wanna ask if its advisable to travel with it cos I dont av cash to fix d shaft now. advise from anyone pls.                                            ',neutral
'Help!!! Can any tell me the reason why my  pathfinder keeps draining new battery over night ve been removing the + side of the battery after packing it at night cos if I dont it will not start in the morin & dis is a new battery...help                                           ',neutral
'mammanbawa: Oga Shagati we still dey wait o..No vex bros. Next weekend is looking free. Will get the struts installed and send in to the paint shop                                            ',neutral
'bankyw: A demeanours geographical explanation of a golf driven from lagos to Akure with a burnt engine is as thus..... The topography and texture of the road that connects densely populated lagos to a sparsely populated akure is swampy and waterlogged thus requiring the engine not needed to be running whether burnt or not and as crow flies  the time taken for the journey is one-fifth the time of the earths rotation on its axis. This road cannot be found on the map as it is a new discovery called dancok savannah. The more I try to follow this logic  the more my eye dey turn.                                          ',neutral
'Shagati: Accouterments being replacedFinished product. You can see a near perfect reflection of the Triumph Speed Triple in the first pic                                            ',neutral
'dapotemi: My Ac was recharged and it was very chilling but after two weeks its started blowing normal air. I asked my Ac to check and he said its low on gas and he has to refill again. Yes  it worked for another two to three weeks and I am back to square one. I notice its a gradual process as it will be very chill at first  maybe for one week  then jus normal chilling the second week and by d third week  wat I get is just normal air. I suspect a serious leak. When can I come for a leak test.  Camry. Obviously my AC guy is incompetent and am done with him you can come next week Monday. Thanks                                        ',neutral
'@ Lomomike Ojo Badagry. But work in Satellite Town.                                            ',neutral
'Shagati: Only one advice from me.....dash me the car U can harsh ooo. Wait make I finish work. miles an hour so everybody sees me                                            ',neutral
'been meaning to ask what do you think is the reason behind the persistent Honda shaft issue?                                            ',neutral
'Osama: But you are in Lagos  how are we going to do it? Unfortunately I was going for some isiewu & nwobi this evening when the ses light came again  I just jejely return back to my house. Not yet Uhuru--another saying Lets know the codes.                                          ',neutral
'Hello brothers  My  G front suspension is completely defective  following tours with very bad roads in the past. I need the two front shocks  the two ball joints and the two control arms or their bushings.A price quote of these parts will be valued... Thanks in advance.                                         ',positive
'IdaraCHODB: engine mounts? Gracias....Mucho please do you know of   inner engine setting   and   side engine setting  ?                                            ',positive
'Oga Ikenna  abeg where can I get an electronic car screening device and how much is it?thnks                                           ',positive
'Please house   where can I service my Infiniti fx   just imported it in so I need a nice and very good mechanic to help me service it running well   everything is running fine . Please I need nice place ooo                                         ',positive
'All dash wood trim in place Cassette player missing. That % may not know what a cassette player is x CD player in trunk. Pics of this later                                            ',positive
'Pls  how much is scanning and diagnosis  I reside in Mowe  Ogun state kingreign: Call me  . Scanning and diagnosis is NOT free.                                        ',positive
'cne: Hondas DW- or something like that Thanks bro.                                            ',positive
'pingping: @costee Thanks for your response. What I mean by not been referred to Ladipo for parts is that I expect the parts to b easily accessible anywhere in the country. I dont reside in Lagos so I wouldnt want a situation where I will need to go down to Lagos to buy parts for the vehicle when the need arises. From your response  does it mean the two cars are same technically? You dont need to go to ladipo. . .There is this website  www.gokool.com.ng(they do have an ad in the car talk section)  an online shopping mall for vehicle parts that offer nationwide delivery on genuine parts. You can give them a try whenever the need arises                                         ',positive
'AVAILABLE CARS FOR SALE CONTACT FOR MORE INFO AND OTHER.  toyota camry for sale available at an auction rate of   naira with full option to place an order you can contact on + Or you Can WhatsApp me too thank you. I have a tokunbo Benz C      for sale @ . Million  It is very clean. Direct from Germany. call + Or you Can WhatsApp me too for more pictures and clean Business thanks benz C  for sale alloy wheels Power windows power door locks Air Bags ABS  speed Auto Transmission open roof auto Factory fitted AC *Direct from Germany*.                                          ',positive
'Had to copy this from nissparts page since i can post here now.... So the part number of the new ECM has to be same of the damaged one.... I told them oooo hian drumma: PEK and his boys have been battling it with series of ECMs... Nissans dont series  they take the exact.                                           ',positive
'Shagati: The ex-wheels are available if anybody wants them. Original BMW BBS jx Complete with centre caps Needs a good wash then install. Where are my E restorers? Pm if interestedFor sale abi for dash sir? Planning on getting an E soon for restoration... I go rly need dis rims.... Shagati gimme ur contacts make we talk...                                            ',positive
'Shagati: Rear light compare The new lights are way better than the old one..Are you changing the main headlamps too?                                            ',positive
'Hi  I dont know much about cars  but I need to resolve the following issues concerning my  Nissan maxima S.E: .  tyres // for replacement of my worn out ones . AC pump hose is leaking  refilled gas twice & it all leaked out within a week. . My CD player suddenly stopped functioning well after the last time I travelled with the car (Lagos to Sokoto) . My right back tyre is touching the body & abnormally bent inwards. The car is low on this side. A mechanic once worked on it when I had a little accident & welded one broken iron rod like that  but it is now bent & the tyre has assumed an abnormal orientation . Car makes a lot of screeching noise when driving slowly which is usually worsened by applying brakes. I had the brake pads changed and it persisted. A mechanic told me my inner cross/crux is bad  he brought it out & it was actually bad but I couldnt get a replacement  so he repaired the bad one  I only noticed a slight improvement. . Routine servicing . After all these are fixed  I want to oven bake the car I will very much appreciate if I can be put through how/where to get replacement parts & how to get all these problems fixed within the shortest possible time & with minimal stress. Nissparts/costee & others  much help needed please.                                   ',positive
'You never fail to deliver commendable results Am impressed                                            ',positive
'taxyflo: Plz guys am thinking of changing my car and what I need is a car that doesnt consume fuel and durable plz Honda EOD and / corolla which one is better If you want economy buy Corolla                                            ',positive
'Kingsteve: Based on some of the reviews from the consumers...Maxima had  reported problems. Pathfinder= Xterra= Murano= Titan= And the worst of them all  Altima with   reported problems/cases Compared to Infiniti The highest reported problems were: G with  M with  QX with   and Gx with . The difference is clear!!! Kingsteve: I have no idea  especially; as both brands are made by the same manufacturer. It beats me... Are you sure its not just the effect of sheer volume of sales of the brands? More people are buying the regular Nissan products  so of course they will be more reported problems. Much fewer people buy the luxury Infinity brand  so there will also be naturally fewer complaints compaired to the regular Nissan products. Just my thots anyway....                                      ',positive
'KADETT: Anything can cause bad MPG.. Underinflated tires   clogged airfilter   no thermostat (most nigerians )  traffic with AC on . So many reasons and moreover bad  sensor will most likely throw a code How about actually reading a complaint before typing a response. He has an o sensor code                                         ',positive
'The car of my dreams is w s class (-). Classic and timeless design.                                            ',positive
'fishing: This is what it looks like now. Wish I had the before pix.pls can u share contact. Very nice job. Really good wish u have a pre transformation pic.                                            ',positive
'noxide: The quality of leather used in luxury vehicles are way better than what we get these days. I have not seen an e  e or e with frayed leather interior I thought am the only one who noticed this... Though things has improved alot  with technology and all  bt will still take those leather any day any time. They look so soft  gosh                                        ',positive
'KADETT: The VQ engine are bulletproof . Dont bother with it Check the CV shaft and suspension. Suspension is big in Nigeria Cus of bad road  linkages  shock absorbers   brakes . Those are important and how the tenant shifts. Nissan power train are very good. Owned them for the past years. Bullet-proof you say? So  if the previous owner used it for  years without changing the oil  he should not bother since the engine is   bullet-proof    he should only bother to check suspension  right?                                     ',positive
'nissparts: Octane booster does not work. The bubble dash affects all the FX models especially the ones with black trim. It is majorly caused by using dashboard   shining   products and heat. Avoid using the shining products and you should be fine. @ nissparts  thx  d response. I saw ur posts on a nissan thread. I cld conclude u have a garage for nissan and infinity repairs & mtnce. its good to av u around just in case. Lols. Back to the discussion  if octane booster will not work  whats d way out of fuel not meeting the standard. As u know d FX needs a minimum of % octane rating. Kindly suggest wot to do. KADETT: When the car interior temp heats up   the bubble dash appears. If you are careful where you park your car and buy a windscreen sun reflector.  you can reduce it . Its a pain but eventually it gets you . Whats the octane rating for the fuel in Nigeria? You cant add octane booster when you dont know your starting point. Octane rating in nigeria is btw  and . Definetely needs boosting if i want to enjoy my. I think Also for correction purpose; Atf needed for fx is nissan matic J and not nissan matic s as i ealier stated above. It was a typo.                                       ',positive
'pls cAn I have any toyota tokunbo @ the rate of k in nigeria  (at least  model) pls contact me                                          ',positive
'DeeOneBangin: Please can anyone tell me the price of these each for Nissan Quest  Model Front Shock Absorber  Back Shock Absorber  Complete Lower Arm for the front wheels. Thanks You think say na spareparts seller we be? You no gor go where dem dey sell spareparts or check online?                                          ',positive
'FUNKYSHA: TBKBBCU Please my fellow bros  can someone help me check the vin of this car. thanks a million. http://www.nairaland.com//free-vin-checks-reports/# visit that link                                           ',positive
'lomomike: @ vanalero  ikenna  the culprit of the rear right wheel immobility is probably caused by brake binding  or hub thats bad. Get a mechanic to look into it. I am aware of what could cause a wheel  out of the   not to move with others. But i needed her decscribe the issue properly before i could advice. Ikenna                                       ',positive
'fishing: This is what it looks like now. Wish I had the before pix.pls can u share contact. Very nice job. Really good wish u have a pre transformation pic.                                            ',positive
'mosbus: i dont have any reliable technician in Abuja.I need you to fix my car AC                                            ',positive
'mosbus: it ok.the atmospheric temperature was very low.that is why you experiencing such. Ok sir  as at today  theres still gas in the system. Its moderately cold in the morning but not really cold when its sunny. Maybe I should go top it up  I doubt theres any leakage.                                         ',positive
'arixreal: Please can somebody help me out which type of engine oil is Nissan murano  using and also the ATF for the gear box and where can I get it ThanksThe atf is Nissan CVT-NS. Available at Ladipo. As for engine oil  nothing wrong with the reputable brands (Mobil  Total  etc) in the respective filling stations. Better still contact Nissparts.                                         ',positive
'beejay: Hi  I just bought a  honda accord but cant find the radio code  can anyone help me  my radio serier number is:  . thanks bee jay Sorted.                                         ',positive
'ntony: pls can someone help me out my honda accord ex  model car is showing me insert code and Iv gone to radio-navicode.honda.com site and it keeps telling me its not available  my radio code is U L VIN no is JHMCGCO tnks Contact Day serviceday@hotmail.com                                          ',positive
'pls how much can i get a tokunbo golf                                            ',positive
'We need to keep this thread going. There is alot to learn from our collective knowledge..                                            ',positive
'lomomike: Happy New Year Same to you  Happy New Year                                           ',positive
'pek: For those of you following drummas FX issue  here is the update. I got interested in his issue when he mentioned he has tested several ECU and the car didnt start. I specifically told him that it is only the right one that will work. He contacted me and we agreed on me getting the brainbox from me. I sent someone to his place with the Right brainbox after it has been reprogrammed. Unfortunately  it didnt work. I told him we have to go with the scanner to detect the fault. Today is the fourth day and it is either we cant get the key or his mechanic wont be around. We even had to go with other brainbox to test. Today  we were able to trace the fault and rectify. The car started fine. His mechanic was surprised. We noticed the car wasnt performing optimally. It was discovered two nozzle were bad. Current was entering but it was not spraying. We interchanged the nozzle and got the same result. The mechanic was there all the time  relaying info to drumma. How is it brainbox? Hm. Didnt realize Part II was going to start almost immediately. Kidding. I dont want to be a cast in the plot  Im just interested in learning. So my observations are these: (i) Were the two nozzles bad before the new repairs? (ii) Could it be that those nozzles are not now optimally operational because the ecm is defective in the relevant section? (iii) What did you determine was the vehicles fault? (iv) What was the part number on the ecm that was now installed or was it the original that was reinstalled? As I said  Im in this for the knowledge.                                      ',positive
'@kenmanresources are you at agbor cos I only know specialists at Ladipo Lagos                                            ',positive
'Plz guys am thinking of changing my car and what I need is a car that doesnt consume fuel and durable plz Honda EOD and / corolla which one is better                                            ',positive
'GAZZUZZ: test drive tomorrow? What say you? Oga Gazzuzz calm down o... I neva test drive na U wan test drive am? Enta line jare....                                            ',positive
'Shagati: Some free time on my hands this Saturday Fog lights first. No fogs Fogs on                                            ',positive
